subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kujadili dhana ya mashairi andishi,Dhana ya Mashairi Andishi,7,Majadiliano,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kujadili dhana ya mashairi andishi akieleza maana, sifa na aina zake.",Vitabu vya mashairi|Chati ya vipengele vya shairi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Mashairi andishi ni tungo za kishairi zilizoandikwa zenye kuzingatia kanuni maalum za kimuundo kama mizani, vina na beti.","Shairi andishi huwa na sifa kama idadi maalum ya mizani katika kila mstari, mpangilio wa vina vinavyofuatana kwa utaratibu, na mgawanyiko wa beti. Aina za mashairi ni pamoja na mashairi huru (yasiyofuata kanuni za kimapokeo) na mashairi ya kimapokeo (yanayofuata kanuni thabiti za arudhi). Mashairi hubeba dhamira mbalimbali kama mapenzi, siasa, maadili na historia ya jamii.","Mfano, shairi la kimapokeo huweza kuwa na beti nne, kila ubeti wenye mistari minne yenye mizani kumi na sita na vina vinavyofanana.",Wanafunzi husoma na kuandika mashairi kuhusu maisha ya kila siku katika mashindano ya fasihi shuleni.,Mizani ni nini katika shairi?::Ni idadi ya vipande vya sauti (silabi) vinavyounda mstari wa shairi.||Taja aina mbili za mashairi andishi.::Mashairi huru na mashairi ya kimapokeo.||Vina ni nini?::Ni mfanano wa sauti unaojitokeza mwishoni au katikati ya mistari ya shairi.,
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika mashairi andishi,Kuhakiki Fani na Maudhui katika Mashairi Andishi,7,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhakiki fani na maudhui katika mashairi andishi.,Mashairi teule|Kadi za uhakiki|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Uhakiki wa mashairi andishi huhusisha uchambuzi wa vipengele vya fani kama muundo na matumizi ya lugha, pamoja na maudhui kama dhamira na ujumbe.","Katika kuhakiki fani ya shairi, mhakiki huchunguza idadi ya mizani, mpangilio wa vina, matumizi ya tamathali za semi kama sitiari na tashbihi, na uteuzi wa msamiati. Uhakiki wa maudhui huangalia dhamira kuu ya shairi, ujumbe unaowasilishwa na jinsi mshairi anavyowasilisha hisia zake. Uhusiano kati ya fani na maudhui huonyesha ubunifu na umahiri wa mshairi.","Mfano, katika shairi linalosifu uzalendo, mhakiki aweza kuchambua matumizi ya sitiari kama Taifa ni meli inayotuvusha baharini kuwasilisha dhamira ya umoja wa kitaifa.",Wanafunzi huhakiki mashairi wanayosoma katika vitabu vya kiada na kutoa maoni yao darasani.,"Taja kipengele kimoja cha fani kinachohakikiwa katika shairi.::Mizani, vina, au matumizi ya tamathali za semi.||Tamathali za semi zina dhima gani katika shairi?::Huongeza mvuto wa lugha na kuwasilisha maana kwa njia ya kisanaa.||Toa mfano wa dhamira inayoweza kupatikana katika shairi la uzalendo.::Umoja wa kitaifa au upendo kwa nchi.",
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika riwaya,Kuhakiki Fani na Maudhui katika Riwaya,7,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhakiki fani na maudhui katika riwaya.,Kitabu cha riwaya teule|Kadi za uhakiki|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Riwaya ni kazi ndefu ya kubuni iliyoandikwa kwa nathari, na uhakiki wake huhusisha uchambuzi wa vipengele vya fani na maudhui kwa kina.","Vipengele vya fani katika riwaya ni pamoja na muundo (jinsi hadithi ilivyopangwa), wahusika, mandhari, na mtindo wa lugha uliotumiwa na mwandishi. Maudhui ya riwaya hujumuisha dhamira kuu, migogoro inayojitokeza na jinsi inavyotatuliwa, na ujumbe wa jamii unaowasilishwa. Uhakiki wa riwaya huhitaji usomaji wa kina wa kitabu chote ili kuelewa uhusiano kati ya matukio mbalimbali.","Mfano, katika kuhakiki riwaya inayohusu ukoloni, mhakiki aweza kuchambua jinsi mwandishi alivyotumia wahusika wakuu wawili wenye misimamo tofauti kuwasilisha mgogoro wa ukombozi.",Wanafunzi husoma riwaya teule za mtaala na kuhakiki fani na maudhui yake katika mitihani na mijadala ya darasani.,"Riwaya ni nini?::Ni kazi ndefu ya kubuni iliyoandikwa kwa nathari.||Taja kipengele kimoja cha fani katika riwaya.::Muundo, wahusika, mandhari au mtindo wa lugha.||Kwa nini usomaji wa kina ni muhimu kabla ya kuhakiki riwaya?::Ili kuelewa uhusiano kati ya matukio mbalimbali na dhamira nzima ya riwaya.",
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhusianisha kazi za fasihi na maisha halisi,Kuhusianisha Kazi za Fasihi na Maisha Halisi,7,Mdahalo,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhusianisha kazi za fasihi na maisha halisi.,Vitabu vya fasihi|Makala za magazetini|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kazi za fasihi mara nyingi hutungwa kwa kuzingatia matukio na changamoto za kweli za jamii, hivyo msomaji anapaswa kuweza kuzihusianisha na maisha yake ya kila siku.","Kuhusianisha fasihi na maisha halisi kunahusisha kubaini mifanano kati ya migogoro, wahusika na dhamira za kazi ya fasihi na hali halisi zinazotokea katika jamii. Zoezi hili humsaidia msomaji kuona umuhimu wa fasihi katika kutafakari na kutatua matatizo ya kijamii. Uwezo huu wa kuunganisha nadharia na uhalisia ni muhimu katika kukuza fikra makini kwa wanafunzi.","Mfano, riwaya inayohusu ukosefu wa ajira miongoni mwa vijana yaweza kuhusianishwa na changamoto halisi za vijana wanaomaliza masomo bila kazi katika jamii ya sasa.",Wanafunzi hujadili jinsi migogoro katika riwaya wanazosoma inavyofanana na matatizo wanayoyaona katika familia na jamii zao.,Kuhusianisha fasihi na maisha halisi kunamaanisha nini?::Ni kubaini mifanano kati ya matukio ya kazi ya fasihi na hali halisi ya jamii.||Kwa nini zoezi hili ni muhimu kwa msomaji?::Husaidia kutafakari na kutatua matatizo ya kijamii kwa kutumia mafunzo ya fasihi.||Toa mfano wa tatizo la kijamii linaloweza kuonekana katika riwaya na maisha halisi.::Ukosefu wa ajira kwa vijana au umaskini wa kifamilia.,
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kujadili kanuni za utunzi wa hadithi fupi simulizi na andishi,Kanuni za Utunzi wa Hadithi Fupi Simulizi na Andishi,11,Majadiliano,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kujadili kanuni za utunzi wa hadithi fupi simulizi na andishi.,Mifano ya hadithi fupi|Chati ya vipengele vya hadithi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Hadithi fupi ni tungo za kinathari zenye urefu mfupi zinazolenga kuwasilisha dhamira moja kuu kwa ufupi na ufanisi.,"Kanuni za utunzi wa hadithi fupi hujumuisha uwepo wa mgogoro mmoja mkuu, wahusika wachache, na muundo wenye mwanzo, kati na mwisho unaotokea ndani ya muda mfupi. Hadithi fupi simulizi hutungwa kwa lengo la kutolewa kwa mdomo na hivyo huzingatia lugha rahisi ya kukumbukwa, wakati hadithi fupi andishi huruhusu matumizi ya lugha ya kina zaidi kwa vile msomaji anaweza kurudia usomaji. Hitimisho la hadithi fupi mara nyingi huwa na mshangao au fundisho.","Mfano, hadithi fupi kuhusu mvulana mvivu ambaye baadaye anabadilika kuwa mchapakazi hubeba fundisho la bidii, ikiwasilishwa kwa mgogoro mmoja tu wa uvivu dhidi ya bidii.",Wanafunzi husimulia hadithi fupi za jadi wanazozijua kutoka kwa babu na bibi zao wakiwaeleza wenzao darasani.,"Hadithi fupi ni nini?::Ni tungo za kinathari zenye urefu mfupi zinazowasilisha dhamira moja kuu.||Taja tofauti moja kati ya hadithi fupi simulizi na andishi.::Simulizi hutolewa kwa mdomo na huzingatia lugha rahisi, wakati andishi huandikwa na huweza kutumia lugha ya kina zaidi.||Hitimisho la hadithi fupi mara nyingi huwa na nini?::Mshangao au fundisho kwa msomaji au msikilizaji.",
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kutunga hadithi fupi simulizi na andishi,Kutunga Hadithi Fupi Simulizi na Andishi,11,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutunga hadithi fupi simulizi na andishi kwa kuzingatia kanuni za utunzi.,Karatasi na kalamu|Mifano ya hadithi fupi|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kutunga hadithi fupi ni zoezi la ubunifu linalomwezesha mwanafunzi kutumia maarifa ya kanuni za utunzi kutengeneza hadithi yake mwenyewe.,"Mwanafunzi anayetunga hadithi fupi huanza kwa kuchagua dhamira, kubuni wahusika wachache na kuweka mgogoro mmoja mkuu utakaotatuliwa mwishoni. Muundo wa hadithi lazima uwe na mwanzo unaovutia, kati wenye maendeleo ya tukio, na mwisho wenye hitimisho la kushangaza au fundisho. Lugha inayotumika inapaswa kuwa fasaha na inayoendana na aina ya hadithi, iwe ni ya kutungwa kwa maandishi au kwa masimulizi ya mdomo.","Mfano, mwanafunzi aweza kutunga hadithi fupi kuhusu msichana anayeshinda changamoto za umaskini kupitia elimu, ikimalizika na fundisho la umuhimu wa elimu.",Wanafunzi hutunga hadithi fupi kwa ajili ya mashindano ya uandishi wa ubunifu shuleni au majarida ya wanafunzi.,Taja hatua ya kwanza katika kutunga hadithi fupi.::Kuchagua dhamira ya hadithi.||Kwa nini hadithi fupi inapaswa kuwa na mgogoro mmoja mkuu?::Ili kudumisha ufupi na kuepuka kuchanganya msomaji au msikilizaji.||Mwisho wa hadithi fupi unapaswa kuwa na nini?::Hitimisho lenye mshangao au fundisho kwa hadhira.,
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kutamba hadithi,Kutamba Hadithi,10,Igizo,Kuwaongoza Wanafunzi,"Mwanafunzi ataweza kutamba hadithi kwa ufasaha, kiimbo na hisia zinazoendana na maudhui.",Kadi za hadithi|Kinasa sauti|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kutamba hadithi ni kusimulia hadithi kwa mdomo mbele ya hadhira kwa kutumia sauti, kiimbo na ishara za mwili ili kuvutia wasikilizaji.","Mtambaji stadi hubadilisha sauti yake kuwakilisha wahusika tofauti, hutumia kiimbo kinachoendana na tukio, na hujumuisha ishara za mwili kuongeza mvuto wa hadithi. Utambaji mzuri huzingatia kasi sahihi ya usemaji na kutoa nafasi ya mshangao mahali panapohitajika ili kuvuta hisia za wasikilizaji. Mazoezi ya mara kwa mara huimarisha ujasiri na ufasaha wa mtambaji.","Mfano, katika kutamba hadithi ya Sungura na Kobe, mtambaji aweza kubadilisha sauti yake kuwa ya haraka na yenye kiburi kwa Sungura, na sauti ya taratibu na ya utulivu kwa Kobe.",Wanafunzi hutamba hadithi za jadi katika sherehe za shule na vipindi vya maktaba ili kuburudisha na kuelimisha wenzao.,Kutamba hadithi ni nini?::Ni kusimulia hadithi kwa mdomo mbele ya hadhira kwa kutumia sauti na kiimbo.||Taja mbinu moja inayomsaidia mtambaji kuvutia hadhira.::Kubadilisha sauti kuwakilisha wahusika tofauti au kutumia ishara za mwili.||Kwa nini mazoezi ni muhimu kwa mtambaji wa hadithi?::Huimarisha ujasiri na ufasaha wakati wa kutamba mbele ya hadhira.,
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutafsiri matini ndefu sahili,Kutafsiri Matini Ndefu Sahili,10,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutafsiri matini ndefu sahili kutoka lugha moja kwenda nyingine kwa usahihi na ufasaha.,Matini ndefu za lugha mbili|Kamusi ya lugha mbili|Karatasi na kalamu,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kutafsiri matini ndefu kunahitaji ustadi wa hali ya juu kwani mfasiri lazima adumishe muwala na uhusiano wa hoja katika aya nyingi zinazofuatana.,"Mfasiri wa matini ndefu hugawanya kazi katika sehemu ndogo ndogo, hutafsiri kila sehemu kwa uangalifu, na kisha huhakikisha sehemu zote zinaunganika vizuri kimaana na kimtiririko katika lugha lengwa. Ni muhimu kuzingatia usawiano wa istilahi katika matini yote ili neno moja lisitafsiriwe kwa njia tofauti sehemu tofauti. Uhariri wa mwisho ni muhimu kuhakikisha ubora wa tafsiri nzima.","Mfano, katika kutafsiri makala ndefu kuhusu afya ya jamii, mfasiri anapaswa kuhakikisha neno kama chanjo linatafsiriwa kwa neno moja thabiti katika matini yote badala ya kubadilisha badilisha.",Wanafunzi hutafsiri makala ndefu za kielimu wanapowasaidia jamii kupata taarifa kutoka vyanzo vya lugha ya kigeni.,"Kwa nini usawiano wa istilahi ni muhimu katika kutafsiri matini ndefu?::Ili kuepuka mkanganyiko na kudumisha uwazi wa maana katika matini yote.||Taja hatua moja ya kutafsiri matini ndefu.::Kugawanya matini katika sehemu ndogo ndogo kabla ya kutafsiri.||Uhariri wa mwisho katika tafsiri una lengo gani?::Kuhakikisha ubora, usahihi na mtiririko mzuri wa tafsiri nzima.",
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutathmini matini zilizotafsiriwa,Kutathmini Matini Zilizotafsiriwa,10,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutathmini matini zilizotafsiriwa kwa kuzingatia usahihi na ufasaha.,Matini asilia na tafsiri yake|Kadi za vigezo vya tathmini|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM","Kutathmini tafsiri ni kupima kiwango cha usahihi, uaminifu kwa maana ya asili na ufasaha wa lugha lengwa katika kazi iliyotafsiriwa.","Mtathmini wa tafsiri hulinganisha matini asilia na tafsiri yake ili kubaini kama maana imehifadhiwa bila kuongezwa au kupunguzwa bila sababu. Vigezo vya tathmini ni pamoja na usahihi wa kimaana, ufasaha wa lugha lengwa, uzingatiaji wa muktadha wa kitamaduni, na usahihi wa kisarufi. Tathmini nzuri humsaidia mfasiri kuboresha kazi zake za baadaye.","Mfano, tafsiri inayosema Alikunywa maji ya mgongo wa mbuzi kwa Kiingereza kama He drank goat's back water ni tafsiri mbovu kwa sababu haikuzingatia maana ya msemo, hivyo mtathmini angeibaini kama kosa.",Wanafunzi hutathmini tafsiri za vitabu au vipeperushi wanavyokutana navyo ili kubaini usahihi wake.,"Kutathmini tafsiri kunamaanisha nini?::Ni kupima kiwango cha usahihi, uaminifu na ufasaha wa kazi iliyotafsiriwa.||Taja kigezo kimoja cha kutathmini tafsiri.::Usahihi wa kimaana au ufasaha wa lugha lengwa.||Kwa nini tathmini ya tafsiri ni muhimu kwa mfasiri?::Humsaidia mfasiri kubaini makosa na kuboresha kazi zake za baadaye.",
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kuhariri matini ndefu za Kiswahili,Kuhariri Matini Ndefu za Kiswahili,10,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kuhariri matini ndefu za Kiswahili kwa kuzingatia usahihi wa kisarufi na mtiririko wa hoja.,Matini ndefu zenye makosa|Kalamu nyekundu|Karatasi,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Uhariri wa matini ndefu ni kazi inayohitaji uvumilivu na umakini wa hali ya juu kwani makosa na mapungufu huweza kujitokeza katika sehemu nyingi za matini.,"Mhariri wa matini ndefu husoma kazi nzima kwanza ili kuelewa muktadha wa jumla, kisha hupitia kila aya kwa umakini kubaini makosa ya kisarufi, tahajia na mtiririko wa hoja. Ni muhimu kuhakikisha kuwa aya moja inaunganika vizuri na nyingine na kwamba dhamira kuu haipotei katikati ya matini ndefu. Uhariri wa matini ndefu pia huhusisha kuondoa marudio yasiyo ya lazima ya mawazo.","Mfano, katika kuhariri ripoti ndefu ya shule, mhariri aweza kubaini kwamba wazo moja limerudiwa mara tatu katika aya tofauti na kuliondoa marudio hayo ili kuboresha ufupi wa ripoti.",Wanafunzi huhariri insha ndefu na miradi ya utafiti kabla ya kuwasilisha kazi zao za mwisho kwa walimu.,Kwa nini mhariri wa matini ndefu anapaswa kusoma kazi nzima kwanza?::Ili kuelewa muktadha wa jumla kabla ya kuanza kusahihisha makosa madogo madogo.||Taja tatizo moja linaloweza kuondolewa wakati wa kuhariri matini ndefu.::Marudio yasiyo ya lazima ya mawazo au maneno.||Mtiririko wa hoja katika matini ndefu unahusu nini?::Uunganikaji mzuri wa aya moja hadi nyingine bila kupoteza dhamira kuu.,
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kutathmini matini zilizohaririwa,Kutathmini Matini Zilizohaririwa,10,Uchunguzi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kutathmini matini zilizohaririwa kwa kuzingatia ubora wa marekebisho yaliyofanywa.,Matini kabla na baada ya uhariri|Kadi za vigezo vya tathmini|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Kutathmini matini zilizohaririwa ni kupima kama marekebisho yaliyofanywa yameongeza ubora wa matini bila kubadilisha maana iliyokusudiwa na mwandishi wa asili.,"Mtathmini hulinganisha nakala ya awali na nakala iliyohaririwa ili kubaini kama makosa ya kisarufi na tahajia yamerekebishwa ipasavyo, na kama mtiririko wa hoja umeboreka. Vigezo vya tathmini ni pamoja na uwazi wa lugha, usahihi wa kisarufi, na uhifadhi wa maana asili ya mwandishi. Tathmini hii husaidia kupima umahiri wa mhariri katika kazi yake.","Mfano, mtathmini anapolinganisha ripoti ya awali na iliyohaririwa, aweza kubaini kwamba makosa kumi ya tahajia yamerekebishwa na mtiririko wa aya umeboreka bila kubadilisha ujumbe wa awali.",Wanafunzi hutathmini kazi za wenzao zilizohaririwa katika vikundi vya kujifunza ili kutoa mrejesho wa kuboresha zaidi.,Kutathmini matini zilizohaririwa kunalenga nini?::Kupima kama marekebisho yameongeza ubora wa matini bila kubadilisha maana iliyokusudiwa.||Taja kigezo kimoja cha kutathmini uhariri.::Uwazi wa lugha au usahihi wa kisarufi.||Kwa nini ni muhimu kulinganisha nakala ya awali na iliyohaririwa?::Ili kubaini mabadiliko yaliyofanyika na kuthibitisha kama yameboresha matini.,
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kujadili dhana na misingi ya ukalimani (maana na istilahi zinazotokana na fasili ya ukalimani),Dhana na Misingi ya Ukalimani,8,Majadiliano,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kujadili dhana na misingi ya ukalimani akieleza maana na istilahi zinazotokana na fasili ya ukalimani.,Chati ya istilahi za ukalimani|Video za ukalimani|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Ukalimani ni mchakato wa kuhamisha ujumbe wa mazungumzo kwa mdomo kutoka lugha moja kwenda nyingine papo kwa papo au baada ya muda mfupi.,"Tofauti na tafsiri inayohusu maandishi, ukalimani hushughulika na mazungumzo ya mdomo na huhitaji ufasaha wa haraka wa lugha zote mbili. Istilahi muhimu za ukalimani ni pamoja na mkalimani (mtu anayefanya ukalimani), lugha chanzi, lugha lengwa, ukalimani wa papo kwa papo na ukalimani wa mfuatano. Misingi ya ukalimani hujumuisha usahihi wa ujumbe, kasi na uaminifu kwa maana ya asili.","Mfano, katika mkutano wa kimataifa, mkalimani husikiliza msemaji akizungumza Kiingereza na papo hapo hutafsiri ujumbe huo kwa Kiswahili kwa wasikilizaji.",Wanafunzi hufanya ukalimani mdogo wanapowasaidia wageni wasioelewa Kiswahili kuwasiliana na jamii inayowazunguka.,Ukalimani ni nini?::Ni mchakato wa kuhamisha ujumbe wa mazungumzo kwa mdomo kutoka lugha moja kwenda nyingine.||Ni tofauti gani kati ya tafsiri na ukalimani?::Tafsiri huhusu maandishi wakati ukalimani huhusu mazungumzo ya mdomo.||Taja aina moja ya ukalimani.::Ukalimani wa papo kwa papo au ukalimani wa mfuatano.,
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kueleza stadi muhimu katika ukalimani,Stadi Muhimu katika Ukalimani,8,Majadiliano,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kueleza stadi muhimu katika ukalimani.,Chati ya stadi za ukalimani|Kinasa sauti|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Ukalimani wenye ufanisi hutegemea stadi maalum zinazomwezesha mkalimani kuwasilisha ujumbe kwa usahihi na haraka.,"Stadi muhimu za ukalimani ni pamoja na usikilizaji makini, kumbukumbu nzuri ya muda mfupi, uwezo wa kufikiri haraka, ufasaha katika lugha zote mbili, na uwezo wa kudhibiti msongo wa mawazo wakati wa kufanya kazi. Mkalimani stadi pia huhitaji maarifa mapana ya tamaduni za lugha zote anazozifanyia kazi ili aweze kuwasilisha maana kamili bila upotoshaji. Mazoezi ya mara kwa mara huimarisha stadi hizi zote.","Mfano, mkalimani anayefanya kazi katika mkutano wa afya lazima awe na kumbukumbu nzuri ya kuweza kuhifadhi hoja za msemaji kwa muda mfupi kabla ya kuzitafsiri kwa hadhira.",Wanafunzi hujizoeza stadi za ukumbukumbu na usikilizaji makini wanapofanya mazoezi ya ukalimani darasani.,Taja stadi moja muhimu ya mkalimani.::Usikilizaji makini au kumbukumbu nzuri ya muda mfupi.||Kwa nini mkalimani anahitaji ufasaha wa lugha zote mbili?::Ili aweze kuwasilisha ujumbe kwa usahihi bila kupoteza maana kati ya lugha chanzi na lengwa.||Kwa nini maarifa ya tamaduni ni muhimu kwa mkalimani?::Husaidia kuwasilisha maana kamili ya ujumbe bila upotoshaji wa kiutamaduni.,
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kukalimani mazungumzo mafupi na sahili katika miktadha mbalimbali,Kukalimani Mazungumzo Mafupi na Sahili,8,Kazimradi,Kuwaongoza Wanafunzi,Mwanafunzi ataweza kukalimani mazungumzo mafupi na sahili katika miktadha mbalimbali.,Mazungumzo ya mfano ya lugha mbili|Kinasa sauti|Ubao,"TET(2023), MUHTASARI WA KISWAHILI ELIMU YA SEKONDARI KIDATO CHA I-IV, TET, DAR ES SALAAM",Zoezi la vitendo la kukalimani mazungumzo mafupi humwezesha mwanafunzi kutumia stadi na maarifa ya ukalimani aliyojifunza kinadharia.,"Mwanafunzi anayekalimani mazungumzo mafupi husikiliza sentensi au aya fupi katika lugha chanzi na papo hapo huitafsiri kwa lugha lengwa akizingatia usahihi na kasi. Miktadha inayoweza kutumika ni pamoja na mazungumzo ya sokoni, hospitalini au shuleni. Mazoezi haya husaidia mwanafunzi kujenga ujasiri na ufanisi katika kufanya ukalimani wa mazungumzo marefu zaidi baadaye.","Mfano, katika mazungumzo ya sokoni, muuzaji anaposema How much is this? mkalimani mwanafunzi hukalimani papo hapo kwa Kiswahili kama Hii ni bei gani?",Wanafunzi hukalimani mazungumzo mafupi wanapowasaidia wazazi au wageni wasioelewa lugha fulani katika shughuli za kila siku.,"Kwa nini ni muhimu kuanza mazoezi ya ukalimani kwa mazungumzo mafupi?::Ili kujenga ujasiri na stadi za msingi kabla ya kukabiliana na mazungumzo marefu na magumu zaidi.||Taja muktadha mmoja unaofaa kwa mazoezi ya ukalimani.::Sokoni, hospitalini au shuleni.||Kalimani sentensi Thank you very much kwa Kiswahili.::Asante sana.",
